PassengerId,Spa,VRDeck,Name,Transported
0231_01,1720.0,0.0,Krus Nate,False
0232_01,0.0,0.0,Nica Bakerrison,False
0233_01,1438.0,0.0,Teda Wist,False
0234_01,0.0,0.0,Keitha Josey,False
0237_01,0.0,0.0,Weias Aginge,True
0239_01,92.0,319.0,Diedow Resty,False
0240_01,0.0,0.0,Puffes Crie,True
0241_01,4812.0,1116.0,Alas Dischod,False
0242_01,283.0,0.0,Almone Sté,False
0243_01,0.0,0.0,Lilace Cartyernan,False
0244_01,0.0,0.0,Froos Sad,True
0244_02,0.0,0.0,Tous Sad,True
0245_01,0.0,7.0,Glueba Repumparte,True
0245_02,584.0,10912.0,Anchib Repumparte,False
0246_01,27.0,0.0,Mele Sesa,False
0248_01,8620.0,1063.0,Genifi Spanxibus,False
0250_01,0.0,0.0,Camily Kramosley,False
0251_01,0.0,0.0,Diphah Amsive,True
0252_01,0.0,0.0,Leenny Byerry,False
0253_01,0.0,1.0,Dawne Cardner,False
0254_01,2.0,6.0,Race Stenson,True
0255_01,0.0,0.0,Ashir Mingious,True
0257_01,0.0,0.0,Errohs Berte,False
0257_02,0.0,0.0,Squars Berte,True
0258_01,299.0,92.0,Feryla Cooperkins,False
0260_01,981.0,2054.0,Segino Inderly,False
0261_01,0.0,803.0,Dord Bookerson,False
0263_01,0.0,0.0,Maen Merkins,True
0265_01,,0.0,Etair Herpumble,True
0267_01,754.0,1.0,Lilace Sancockett,False
0269_01,0.0,0.0,Lerome Polliamposs,True
0270_01,0.0,1240.0,Cathya Fryersonis,False
0275_01,0.0,0.0,Terf Obnoble,True
0277_01,53.0,0.0,Byront Mcdanield,True
0278_01,888.0,,Judya Beachez,False
0278_02,14.0,333.0,Marice Beachez,False
0281_01,0.0,0.0,Derine Pierry,True
0282_01,0.0,0.0,Valex Baketton,True
0283_01,0.0,0.0,Jacky Santin,True
0283_02,0.0,2.0,Roydo Santin,True
0285_01,0.0,0.0,Krabik Invebodene,True
0285_02,0.0,0.0,Grasath Invebodene,True
0286_01,162.0,13.0,Carita Jimes,False
0287_01,0.0,0.0,Tetra Bootty,True
0287_02,6.0,1460.0,Alasym Bootty,False
0288_01,0.0,828.0,Gory Delez,False
0289_01,0.0,0.0,Furuson Objeciane,True
0290_01,1157.0,262.0,Skaton Excialing,True
0290_02,0.0,0.0,Algor Excialing,True
0290_03,0.0,0.0,Dhenar Excialing,True
0290_04,0.0,0.0,Atino Excialing,True
0291_01,1090.0,0.0,Castab Brakeril,True
0294_01,,0.0,Phonons Roforhauge,True
0297_01,17.0,0.0,Ernice Gardonadox,True
0298_01,0.0,0.0,Ashird Sorbitter,True
0301_01,0.0,0.0,Margia Wriggins,False
0302_01,0.0,1370.0,Lesley Shephendry,False
0303_01,0.0,0.0,Oraryn Kirklander,True
0304_01,1851.0,5166.0,Betena Ausivetpul,False
0305_01,20.0,2469.0,Suhelik Geousker,False
0306_01,1.0,101.0,Dony Estevesters,False
0307_01,0.0,0.0,Natald Hickett,True
0309_01,6.0,0.0,Billya Bowerson,False
0310_01,4476.0,241.0,Naviton Coudered,False
0313_01,0.0,4.0,Briney Mckinsond,True
0313_02,0.0,0.0,Jona Mckinsond,True
0313_03,318.0,0.0,Jaimer Mckinsond,True
0313_04,0.0,0.0,Hary Mckinsond,True
0314_01,0.0,1330.0,Kell Kochroeders,False
0315_01,0.0,0.0,Adriet Valezaley,True
0316_01,170.0,0.0,Hallah Sorbitter,True
0316_02,0.0,,Beneba Sorbitter,True
0320_01,,0.0,Breney Bellarkerd,False
0320_02,0.0,,Garley Bellarkerd,False
0321_01,0.0,0.0,Quites Bache,False
0322_01,0.0,0.0,Annya Blange,False
0324_01,0.0,0.0,Carma Hooperez,False
0326_01,0.0,0.0,Charly Edwartizman,False
0327_01,0.0,2.0,Jasony Ocherman,True
0330_01,0.0,0.0,Bellah Siveduced,True
0330_02,46.0,202.0,,True
0330_03,148.0,1260.0,Hekaton Siveduced,False
0331_01,0.0,552.0,Lewise Burchard,False
0333_01,0.0,0.0,Phios Melie,True
0334_01,1476.0,0.0,Unfly Mushe,False
0336_01,0.0,0.0,Maura Cookson,False
0337_01,0.0,0.0,Guanch Perle,True
0337_02,3.0,1057.0,Weros Perle,True
0337_03,0.0,0.0,,True
0338_01,0.0,0.0,Ireen Guerson,True
0340_01,0.0,0.0,Pentard Poille,True
0341_01,0.0,0.0,Lorian Webstephrey,False
0343_01,274.0,907.0,Meremy Salez,False
0345_01,0.0,0.0,Berios Racke,False
0346_01,0.0,0.0,Lynney Chanan,True
0347_01,0.0,0.0,Cousk Kraie,False
0348_01,3.0,0.0,Stray Mane,True
0348_02,0.0,0.0,Weet Mane,True
0350_01,0.0,0.0,Loresa Burchanez,True
0352_01,0.0,0.0,Hits Strad,False
0355_01,0.0,0.0,Tricky Warrison,True
0356_01,0.0,0.0,Pharmus Gloyanthy,True
0357_01,124.0,572.0,Eduard Mcleaney,False
0358_01,0.0,0.0,Ronna Connon,True
0358_02,0.0,0.0,Dandy Connon,True
0359_01,0.0,88.0,Celine Popez,False
0360_01,0.0,112.0,Elancy Staffersby,False
0361_01,280.0,417.0,Virgie Headardyer,True
0365_01,685.0,21.0,Dandra Jacostaney,False
0368_01,15.0,4.0,Resers Perte,False
0368_02,0.0,0.0,Batech Perte,True
0369_01,177.0,58.0,Veroy Pottonalden,True
0370_01,441.0,1023.0,Tine Coffmaney,False
0371_01,0.0,0.0,Chrey Dutte,True
0372_01,2766.0,0.0,,False
0373_01,0.0,0.0,Billex Mcneiderson,False
0375_01,0.0,230.0,Luzel Vincenton,False
0376_01,6.0,0.0,Francy Spentley,True
0377_01,176.0,8188.0,Wezncha Excialing,False
0378_01,5132.0,697.0,Bram Pirejus,False
0378_02,0.0,0.0,Marfak Pirejus,True
0378_03,2579.0,2175.0,Naslon Pirejus,False
0378_04,0.0,0.0,Muonons Pirejus,True
0378_05,0.0,0.0,Polaton Pirejus,True
0378_06,1173.0,1059.0,Sollum Pirejus,False
0378_07,0.0,0.0,Achib Pirejus,True
0379_01,0.0,164.0,Brita Moodson,True
0380_01,0.0,0.0,Zinopus Fuelddid,True
0381_01,0.0,0.0,Mesatan Mosteraked,True
0381_02,0.0,0.0,Aston Mosteraked,True
0382_01,4.0,368.0,Blanie Floydendley,False
0383_01,3693.0,140.0,Phia Wagnerray,False
0383_02,0.0,0.0,Evane Wagnerray,False
0384_01,0.0,0.0,Cliney Simpsonks,True
0384_02,25.0,0.0,Ellard Simpsonks,True
0385_01,0.0,128.0,Tanley Klinson,False
0387_01,0.0,0.0,Verek Merce,False
0388_01,0.0,0.0,Fanna Sullones,False
0389_01,0.0,0.0,Elanda Savaraldez,False
0391_01,0.0,987.0,Dabik Cowsearney,True
0392_01,1508.0,0.0,Ward Carreralend,False
0395_01,8157.0,5688.0,Meropus Hervel,False
0395_02,3835.0,1.0,Hadyon Hervel,False
0396_01,0.0,0.0,Brinez Robins,True
0397_01,0.0,0.0,Graw Mepie,True
0398_01,6011.0,3.0,Wales Tité,False
0401_01,0.0,0.0,Luse Pimne,False
0401_02,13.0,0.0,Parney Pimne,False
0402_01,0.0,0.0,Teron Sageng,True
0403_01,0.0,2.0,Push Wate,True
0405_01,310.0,7.0,Denis Flowensley,False
0407_01,0.0,1699.0,Dandy Mirez,False
0407_02,5.0,223.0,Luzel Mirez,False
0407_03,0.0,0.0,Dennya Mirez,False
0408_01,0.0,0.0,Cus Ble,False
0409_01,2.0,0.0,Mats Iccle,False
0410_01,567.0,0.0,Tyrona Roachoanand,False
0411_01,140.0,0.0,Benny Rushorney,False
0412_01,1537.0,0.0,Baton Quelfly,True
0413_01,352.0,60.0,Elina Steinardson,False
0415_01,0.0,0.0,Iney Pierry,False
0417_01,0.0,0.0,Lesatik Poicaptic,True
0417_02,5467.0,1241.0,Mirark Unhearfus,False
0417_03,0.0,0.0,Enifik Unhearfus,True
0423_01,13.0,57.0,Syrmark Pumbody,True
0425_01,34.0,1.0,Blesh Fiha,False
0425_02,0.0,0.0,Cowns Fiha,True
0425_03,0.0,0.0,Ree Fiha,True
0427_01,562.0,792.0,Algor Efulows,True
0428_01,715.0,3139.0,Chargin Chocaters,True
0429_01,2.0,225.0,Aino Ineysive,True
0429_02,0.0,0.0,Taurak Ineysive,True
0430_01,16.0,0.0,Eliana Jorden,True
0431_01,0.0,0.0,Fronch Melto,True
0432_01,0.0,0.0,Caper Knike,False
0433_01,0.0,0.0,Hekark Mormonized,True
0433_02,2962.0,3656.0,Naosura Mormonized,False
0434_01,0.0,0.0,Row Pread,True
0435_01,0.0,0.0,Allie Willynnedy,True
0436_01,0.0,0.0,Sallyl Hodes,True
0436_02,622.0,0.0,Lilace Hodes,False
0437_01,467.0,0.0,Lynnee Oneiles,False
0437_02,26.0,0.0,Debora Oneiles,False
0438_01,0.0,0.0,Dyonon Diateous,True
0439_01,1936.0,56.0,Izarino Unciate,False
0441_01,722.0,0.0,Loree Hahnstonsen,False
0442_01,0.0,0.0,Elica Armstromez,False
0444_01,0.0,0.0,Camonk Curte,False
0444_02,0.0,0.0,Colal Curte,False
0445_01,24.0,799.0,Loria Marshopper,False
0445_02,77.0,715.0,Rice Marshopper,False
0446_01,0.0,0.0,Hadira Singmage,True
0447_01,0.0,0.0,Ferry Mcclayton,True
0448_01,32.0,0.0,Elara Hoppernardy,False
0448_02,0.0,0.0,,True
0449_01,0.0,0.0,Nathy Moongton,True
0452_01,0.0,0.0,Swafox Ecart,True
0453_01,0.0,0.0,Aldun Taptiritty,True
0453_02,0.0,0.0,Minopus Taptiritty,True
0453_03,0.0,0.0,Wezena Taptiritty,True
0454_01,745.0,5.0,Tabius Geoconne,True
0454_02,0.0,0.0,Etair Fushausive,True
0454_03,0.0,0.0,Hallux Geoconne,True
0456_01,59.0,73.0,Lulah Hinetthews,False
0457_01,26.0,0.0,Leonyl Poperez,True
0457_02,0.0,0.0,Sallyl Poperez,False
0457_03,0.0,0.0,Joela Poperez,False
0458_01,0.0,0.0,Zanin Bedectical,True
0459_01,59.0,2.0,Hardy Nichoan,False
0460_01,0.0,0.0,Shawne Jenningley,True
0461_01,0.0,0.0,Shany Yorkland,True
0461_02,612.0,20.0,Warry Yorkland,True
0461_03,0.0,0.0,Len Yorkland,True
0462_01,0.0,0.0,Ronia Sosanturney,False
0463_01,,35.0,Grats Staf,False
0463_02,0.0,0.0,Flamal Staf,False
0465_01,1178.0,428.0,Deandy Chaellerty,False
0465_02,146.0,4.0,Kyley Chaellerty,True
0466_01,1.0,1.0,Aude Beachez,False
0468_01,0.0,0.0,Haryn Wynneyerson,False
0470_01,0.0,,Aptal Binie,True
0470_02,0.0,0.0,Jurs Binie,True
0471_01,5183.0,170.0,Astab Fuelisent,False
0471_02,0.0,4.0,Izarino Fuelisent,True
0472_01,9.0,299.0,Stene Solinez,False
0474_01,0.0,0.0,Nicey Chardst,True
0475_01,9.0,943.0,Danie Gilesonston,False
0476_01,144.0,0.0,Coves Chiff,False
0476_02,0.0,0.0,Book Chiff,True
0476_03,0.0,0.0,Beah Chiff,True
0477_01,1619.0,0.0,Benny Moongton,False
0480_01,0.0,275.0,Chrisa Mcdanield,False
0481_01,0.0,0.0,Gera Peckerson,True
0482_01,5.0,665.0,Anny Mallerez,False
0482_02,0.0,615.0,Isaacy Mallerez,False
0485_01,3348.0,55.0,Furudah Unloweedic,False
0487_01,4303.0,246.0,Sadirak Obeaded,False
0488_01,0.0,0.0,Chery Vantonson,False
0490_01,0.0,0.0,Hanne Kirklander,True
0498_01,0.0,0.0,Batomam Preent,True
0498_02,,0.0,Kastrak Preent,True
0499_01,0.0,0.0,Eclass Meake,True
0499_02,0.0,0.0,Yogark Meake,False
0500_01,82.0,0.0,Ots Cakie,True
0501_01,,481.0,Hadirk Spedlybood,False
0502_01,471.0,0.0,Pigars Swell,False
0503_01,0.0,0.0,Gal Fone,True
0503_02,29.0,0.0,Torms Fone,False
0503_03,0.0,0.0,Pios Fone,False
0504_01,0.0,0.0,Thabius Unpasine,True
0504_02,0.0,0.0,Mirfar Unpasine,True
0504_03,0.0,0.0,Sterops Unpasine,True
0504_04,401.0,752.0,Tauria Unpasine,False
0504_05,0.0,0.0,Azharga Unpasine,True
0504_06,0.0,0.0,Alheneb Unpasine,True
0506_01,0.0,0.0,Kad Backe,True
0507_01,0.0,0.0,Kylen Mccarry,True
0510_01,323.0,0.0,Astrark Sinecthex,True
0512_01,59.0,122.0,Sadirak Nateansive,True
0512_02,0.0,0.0,Ankalik Nateansive,True
0513_01,0.0,0.0,Rayley Blandez,True
0515_01,0.0,0.0,Alramix Swinvul,True
0516_01,0.0,2376.0,Vindem Eneurordry,False
0517_01,2.0,73.0,Jandy Kimons,False
0518_01,0.0,0.0,Soyos Parta,True
0519_01,0.0,0.0,Ryany Farleyatton,True
0520_01,0.0,,Bel Mcguirez,False
0521_01,0.0,,Hery Hornettoney,True
0522_01,0.0,156.0,Glenry Parklaney,False
0523_01,0.0,6.0,Helley Joyneidez,True
0525_01,0.0,0.0,Wenise Mirezavis,True
0527_01,0.0,4.0,Supce Stité,False
0527_02,0.0,0.0,Llat Stité,True
0528_01,3427.0,6595.0,Alasmon Stiven,False
0529_01,0.0,0.0,Ericia Sellahaney,False
0531_01,0.0,0.0,Estine Alentonway,False
0531_02,0.0,0.0,Darley Alentonway,True
0533_01,557.0,0.0,Tops Stike,False
0534_01,5732.0,1902.0,Asellux Parbage,False
0534_02,641.0,25.0,Weia Parbage,False
0537_01,320.0,352.0,Kylen Staffersby,False
0538_01,0.0,5.0,Walla Swanardy,True
0539_01,0.0,0.0,Tard Nalanet,True
0539_02,0.0,0.0,Achyon Nalanet,True
0539_03,0.0,0.0,Alderak Nalanet,True
0539_04,0.0,0.0,Betenif Nalanet,True
0539_05,9.0,4987.0,Mardyon Nalanet,False
0540_01,0.0,0.0,Jell Conie,True
0540_02,45.0,16.0,Rantax Conie,False
0542_01,0.0,878.0,Landa Ments,False
0545_01,681.0,0.0,Kaye Sextones,False
0546_01,0.0,0.0,Shawne Stenson,False
0547_01,16.0,3.0,Trick Weavesend,False
0548_01,0.0,1.0,Kariel Webstes,True
0549_01,252.0,1.0,Warets Watte,True
0549_02,0.0,0.0,Guans Watte,True
0550_01,762.0,0.0,Maen Cleminglas,True
0551_01,445.0,12.0,Stene Bradlerson,False
0552_01,0.0,0.0,Minkab Brathful,True
0553_01,0.0,0.0,Tope Valindle,True
0553_02,764.0,0.0,Gluinol Valindle,True
0555_01,0.0,0.0,Alraixa Graciansus,True
0555_02,2525.0,0.0,Alhain Graciansus,False
0556_01,1.0,19.0,Jilla Rames,True
0559_01,0.0,79.0,Margia Harmond,False
0560_01,0.0,0.0,Anniey Hortez,False
0560_02,0.0,0.0,Tonyn Hortez,True
0560_03,32.0,0.0,Annah Josey,True
0561_01,442.0,0.0,Jessa Flemaney,False
0563_01,21.0,0.0,Hamsp Petie,False
0564_01,0.0,0.0,Bath Dinsprody,True
0564_02,0.0,0.0,Taura Dinsprody,True
0564_03,1354.0,3695.0,Aldibi Dinsprody,False
0565_01,0.0,0.0,Cines Ble,False
0566_01,0.0,0.0,Muls Mish,True
0567_01,0.0,0.0,Jeron Munozanson,True
0568_01,1.0,4.0,Enibik Baciffhaut,False
0568_02,0.0,,Pentard Baciffhaut,True
0569_01,0.0,0.0,Tin Merce,True
0570_01,146.0,872.0,Chard Tramsor,True
0571_01,0.0,0.0,Branev Ousious,True
0571_02,0.0,0.0,Alchium Ousious,False
0571_03,0.0,0.0,Bahoton Ousious,True
0571_04,0.0,,Izark Hednigic,True
0571_05,0.0,0.0,Polam Ousious,True
0571_06,1814.0,1568.0,Hasich Ousious,False
0571_07,0.0,0.0,Isoton Ousious,True
0572_01,854.0,0.0,Lesley Lamberguson,False
0573_01,54.0,,Deandy Dickley,False
0575_01,0.0,0.0,Minoton Bootty,True
0576_01,110.0,0.0,Melice Herry,False
0577_01,105.0,0.0,Gwendy Holson,False
0579_01,0.0,0.0,Greggy Trankliney,True
0579_02,0.0,0.0,Scotty Trankliney,False
0580_01,0.0,0.0,Guye Wagnerray,True
0581_01,183.0,4.0,Chael Woodgezalez,False
0582_01,0.0,0.0,Dicks Chort,True
0583_01,0.0,0.0,Muebix Erle,True
0583_02,0.0,0.0,Beeres Erle,True
0583_03,0.0,0.0,Cricks Erle,True
0585_01,0.0,0.0,Graven Fone,True
0585_02,0.0,0.0,Sugard Fone,True
0585_03,0.0,0.0,Flams Fone,False
0586_01,0.0,0.0,Askeid Oillicaly,True
0587_01,0.0,1042.0,Gorn Tecre,False
0588_01,0.0,0.0,Camiet Delazarson,False
0589_01,0.0,1.0,Maya Hardley,False
0590_01,1.0,973.0,Chelsa Burchanez,False
0591_01,0.0,0.0,Loreen Mcclayton,False
0593_01,1.0,2005.0,Hon Kra,False
0594_01,0.0,0.0,Joana Flynner,False
0594_02,670.0,113.0,Cores Flynner,False
0596_01,422.0,,Ton Gene,True
0597_01,0.0,0.0,Arllia Roachoanand,True
0597_02,0.0,0.0,Bertle Roachoanand,False
0598_01,0.0,,Gabrin Buckeelez,False
0599_01,0.0,0.0,Losp Crité,True
0599_02,0.0,0.0,Bases Crité,True
0599_03,124.0,6.0,Apple Crité,False
0599_04,0.0,0.0,Honjay Crité,True
0600_01,9.0,793.0,Muonon Ormler,True
0602_01,0.0,0.0,Seats Brine,True
0602_02,0.0,0.0,Oats Brine,False
